"time","Reg1.wconn.F_exc"
104.3,-231715.64358239956
104.4,-87177.72585657304
104.5,58133.69582990246
104.6,202929.31323804418
104.7,345924.3947181596
104.8,485850.18428009853
104.9,621465.1589159813
105,751566.0442918775
105.1,874998.4910698422
105.2,990667.3171317243
105.3,1.097546224828521e6
105.4,1.1946869070370535e6
105.5,1.2812274612277658e6
105.6,1.3564000368887526e6
105.7,1.4195376484518868e6
105.8,1.470080093272117e6
105.9,1.5075789221513697e6
106,1.5317014183047619e6
106.1,1.542233549465078e6
106.2,1.5390818669321244e6
106.3,1.5222743347173287e6
106.4,1.491960081426759e6
106.5,1.4484080770840778e6
106.6,1.3920047466335448e6
106.7,1.323250541297879e6
106.8,1.2427554982123773e6
106.9,1.1512338277332843e6
107,1.049497576446044e6
107.1,938449.4220993555
107.2,819074.6643941505
107.3,692432.4826906103
107.4,559646.5382011912
107.5,421895.0040541912
107.6,280400.111687808
107.7,136417.30632713655
107.8,-8775.89223558846
107.9,-153891.22472263477
108,-297641.12274037016
108.1,-438750.1330193791
108.2,-575966.2341600899
108.3,-708071.9454738987
108.4,-833895.1293542795
108.5,-952319.3913309082
108.6,-1.062293985530578e6
108.7,-1.1628431376559767e6
108.8,-1.253074702762405e6
108.9,-1.3321880810142676e6
109,-1.3994813211869558e6
109.1,-1.4543573488868799e6
109.2,-1.4963292642281414e6
109.3,-1.5250246619611594e6
109.4,-1.5401889357219664e6
109.5,-1.5416875370843427e6
109.6,-1.5295071693709833e6
109.7,-1.5037559056312344e6
109.8,-1.4646622297387063e6
109.9,-1.4125730091167314e6
110,-1.347950417079261e6
110.1,-1.271367832094241e6
110.2,-1.183504750354336e6
110.3,-1.085140756794349e6
110.4,-977148.6080485634
110.5,-860486.4887216116
110.6,-736189.509680107
110.7,-605360.5237989594
110.8,-469160.34065150423
110.9,-328797.42696559953
111,-185517.1842312172
111.1,-40590.898595766754
111.2,104695.53890791842
111.3,249053.0417185001
111.4,391200.7654565366
111.5,529877.4725038379
111.6,663852.7226177725
111.7,791937.7902887219
111.8,912996.2119742045
111.9,1.0259538696271261e6
112,1.1298085210494185e6
112.1,1.2236386925111555e6
112.2,1.306611854733282e6
112.3,1.3779918096906522e6
112.4,1.437145222694513e6
112.5,1.483547241796743e6
112.6,1.5167861546567625e6
112.7,1.536567041551746e6
112.8,1.5427143921181294e6
112.9,1.535173662606763e6
113,1.514011759834569e6
113.1,1.4794164475387784e6
113.2,1.431694680400974e6
113.3,1.3712698805227405e6
113.4,1.2986781805178754e6
113.5,1.2145636665553774e6
113.6,1.1196726635601395e6
113.7,1.0148471132773237e6
113.8,901017.1039551926
113.9,779192.6179279751
114,650454.5703208216
114.1,515945.2183873602
114.2,376858.0265756081
114.3,234427.07724656543
114.4,89916.12100105252
114.5,-55392.63623136458
114.6,-200209.90985260496
114.7,-343250.77606338094
114.8,-483246.0726382325
114.9,-618953.6598526903
115,-749169.4416469111
115.1,-872738.0492386626
115.2,-988563.0923923616
115.3,-1.095616887387809e6
115.4,-1.1929495753749225e6
115.5,-1.2796975502097502e6
115.6,-1.3550911209941166e6
115.7,-1.418461341331007e6
115.8,-1.4692459447017596e6
115.9,-1.506994333302151e6
116,-1.5313715760725983e6
116.1,-1.542161380449286e6
116.2,-1.5392680114685134e6
116.3,-1.5227171411966747e6
116.4,-1.4926556209490786e6
116.5,-1.4493501783186784e6
116.6,-1.3931850505755409e6
116.7,-1.324658575435342e6
116.8,-1.2443787694460498e6
116.9,-1.1530579332244266e6
117,-1.051506331408797e6
117.1,-940625.0034039777
117.2,-821397.768706684
117.3,-694882.4977460623
117.4,-562201.725690486
117.5,-424532.6925022032
117.6,-283096.8976111179
117.7,-139149.26188671845
117.8,6033.00692932513
117.9,151161.74653584932
118,294949.2695815633
118.1,436119.7889605368
118.2,573420.7375198884
118.3,705633.8817432277
118.4,831586.1308014
118.5,950159.945064291
118.6,1.060303251722416e6
118.7,1.161038779539313e6
118.8,1.251472729910037e6
118.9,1.3308027072902767e6
119,1.3983248386309885e6
119.1,1.453440018650265e6
119.2,1.4956592255295182e6
119.3,1.5246078598694343e6
119.4,1.5400290684073472e6
119.5,1.5417860230055025e6
119.6,1.529863134689456e6
119.7,1.5043661919647502e6
119.8,1.465521422184645e6
119.9,1.4136734842970637e6
120,1.3492824107806832e6
120.1,1.2729195259033502e6
120.2,1.185262376519174e6
120.3,1.0870887203818178e6
120.4,979269.6253140575
120.5,862761.74046287
120.6,738598.8082148277
120.7,607882.4920845459
120.8,471772.6019576791
120.9,331476.80341697315
121,188239.90245821534
121.1,43332.80066910741
121.2,-101958.7811304394
121.3,-246345.7107351877
121.4,-388546.8826698522
121.5,-527300.5850851093
121.6,-661375.6945796256
121.7,-789582.5996189903
121.8,-910783.755631295
121.9,-1.0239037781270598e6
122,-1.127938984289666e6
122.1,-1.2219662983766857e6
122.2,-1.305151441916824e6
122.3,-1.3767563360330623e6
122.4,-1.436145650213417e6
122.5,-1.482792439423574e6
122.6,-1.516282819545174e6
122.7,-1.536319639655608e6
122.8,-1.5427251185663585e6
122.9,-1.5354424222265347e6
123,-1.5145361679957698e6
123.1,-1.4801918513121675e6
123.2,-1.4327141998423464e6
123.3,-1.3725244697167764e6
123.4,-1.300156707840056e6
123.5,-1.2162530134398385e6
123.6,-1.1215578408970407e6
123.7,-1.0169113944071755e6
123.8,-903242.173079845
123.9,-781558.7326216678
124,-652940.7366992907
124.1,-518529.37738079345
124.2,-379517.24965269986
124.3,-237137.76985308307
124.4,-92654.23190773375
124.5,52651.40152874558
124.6,197489.87357487727
124.7,340576.07234358613
124.8,480640.4333861054
124.9,616440.2041879585
125,746770.4707697103
125.1,870474.8485571274
125.2,986455.742663059
125.3,1.0936840865447146e6
125.4,1.1912084726277988e6
125.5,1.278163593883931e6
125.6,1.353777921461769e6
125.7,1.4173805502500448e6
125.8,1.4684071516338927e6
125.9,1.506404980627343e6
126,1.5310368929548762e6
126.1,1.5420843364398167e6
126.2,1.5394492901575798e6
126.3,1.5231551341483763e6
126.4,1.4933464419725388e6
126.5,1.450287697949145e6
126.6,1.3943609504594407e6
126.7,1.3260624221367412e6
126.8,1.2459981070196717e6
126.9,1.1548783937337734e6
127,1.0535117624089718e6
127.1,942797.6112578299
127.2,823718.2764628651
127.3,697330.3161781087
127.4,564755.1359793574
127.5,427169.03894138377
127.6,285792.78862446337
127.7,141880.77757547103
127.8,-3290.1025518601327
127.9,-148431.79050506637
128,-292256.48404574144
128.1,-433488.06626438675
128.2,-570873.4282143349
128.3,-703193.5874025015
128.4,-829274.503485273
128.5,-947997.495205566
128.6,-1.0583091661433624e6
128.7,-1.1592307512122528e6
128.8,-1.2498668009725902e6
128.9,-1.3294131267077385e6
129,-1.397163935769316e6
129.1,-1.4525180938809428e6
129.2,-1.4949844588372048e6
129.3,-1.524186238273231e6
129.4,-1.5398643328395968e6
129.5,-1.5418796351195436e6
129.6,-1.5302142638907728e6
129.7,-1.5049717227806135e6
129.8,-1.4663759819068175e6
129.9,-1.4147694906524175e6
130,-1.350610139206561e6
130.1,-1.2744671958309768e6
130.2,-1.1870162558993592e6
130.3,-1.0890332475256496e6
130.4,-981387.5469675798
130.5,-865034.2648903186
130.6,-741005.771932605
130.7,-610402.5387662634
130.8,-474383.37192286126
130.9,-334155.1320225711
131,-190962.02563181662
131.1,-46074.565761239624
131.2,99221.70104658349
131.3,243637.60101771398
131.4,385891.7716306511
131.5,524722.0307934771
131.6,658896.5758378919
131.7,787224.9129652072
131.8,908568.4201700866
131.9,1.0218504499200518e6
132,1.126065881952739e6
132.1,1.220290041431193e6
132.2,1.3036869033291424e6
132.3,1.3755165102509125e6
132.4,1.4351415378695969e6
132.5,1.482032949730479e6
132.6,1.515774691245752e6
132.7,1.536067381232374e6
132.8,1.5427309682388522e6
132.9,1.5357063280922212e6
133,1.515055788490558e6
133.1,1.4809625759864636e6
133.2,1.433729190268311e6
133.3,1.3737747201637705e6
133.4,1.3016311251801078e6
133.5,1.2179385155737777e6
133.6,1.1234394728284788e6
133.7,1.0189724609340315e6
133.8,905464.386926207
133.9,783922.3766959243
134,655424.8390382862
134.1,521111.8972283703
134.2,382175.2730212634
134.3,239847.7128329983
134.4,95392.04992107692
134.5,-49910.00038748233
134.6,-194769.21300328727
134.7,-337900.2920138764
134.8,-478033.27476053813
134.9,-613924.7998671805
135,-744369.1392437668
135.1,-868208.8961795211
135.2,-984345.2746054183
135.3,-1.0917478284091142e6
135.4,-1.1894636042995588e6
135.5,-1.276625597099365e6
135.6,-1.352460442442921e6
135.7,-1.4162952786255272e6
135.8,-1.4675637167200681e6
135.9,-1.5058108659899696e6
136,-1.5306973700095846e6
136.1,-1.5420024176802172e6
136.2,-1.5396257024262757e6
136.3,-1.523588312187872e6
136.4,-1.49403254231336e6
136.5,-1.451220633011843e6
136.6,-1.395532442568065e6
136.7,-1.327462076964327e6
136.8,-1.247613505814246e6
136.9,-1.156695203506588e6
137,-1.0555138631071134e6
137.1,-944967.2387929686
137.2,-826036.1803272533
137.3,-699775.9302488437
137.4,-567306.7609961085
137.5,-429804.0350378844
137.6,-288487.77620574547
137.7,-144611.84475872442
137.8,547.1877739522192
137.9,145701.3652600692
138,289562.7746451651
138.1,430854.9732501822
138.2,568324.3142958605
138.3,700751.0701658018
138.4,826960.2547133212
138.5,945832.0485905991
138.6,1.0563117350969932e6
138.7,1.157419058390276e6
138.8,1.248256921026611e6
138.9,1.3280193436593057e6
139,1.3959986162717193e6
139.1,1.4515915774932425e6
139.2,1.4943049662842453e6
139.3,1.5237597985053572e6
139.4,1.5396947295394668e6
139.5,1.5419683731305439e6
139.6,1.5305605558649665e6
139.7,1.5055724961646453e6
139.8,1.4672259062038586e6
139.9,1.4158610247181589e6
140,1.3519335981597637e6
140.1,1.276010836984677e6
140.2,1.1887663829506133e6
140.3,1.0909743320789302e6
140.4,983502.3663140753
140.5,867304.0548201991
140.6,743410.3932246807
140.7,612920.6558778627
140.8,476992.6422940736
140.9,336832.4043157691
141,193683.5451469985
141.1,48816.18520505015
141.2,-96484.30730871962
141.3,-240928.72112675957
141.4,-383235.44073209993
141.5,-522141.8177801214
141.6,-656415.3742294018
141.7,-784864.7377803968
141.8,-906350.2125935726
141.9,-1.0197938914969842e6
142,-1.1241892199597836e6
142.1,-1.2186099269735536e6
142.2,-1.3022182435998775e6
142.3,-1.3742723362634408e6
142.4,-1.4341328888371966e6
142.5,-1.4812687751183081e6
142.6,-1.5152617713647762e6
142.7,-1.5358102670794711e6
142.8,-1.5427319411171197e6
142.9,-1.5359653793695776e6
143,-1.5155706196763425e6
143.1,-1.4817286191252947e6
143.2,-1.434739648470329e6
143.3,-1.3750206279115207e6
143.4,-1.3031014278771628e6
143.5,-1.2196201676290808e6
143.6,-1.1253175534063447e6
143.7,-1.0210303063425155e6
143.8,-907683.7384695762
143.9,-786283.542678945
144,-657906.8694852041
144.1,-523692.7697663953
144.2,-384832.0882788627
144.3,-242556.89761985745
144.4,-98129.56638642387
144.5,47168.44147353741
144.6,192047.93673821152
144.7,335223.4435328207
144.8,475424.60500307113
144.9,611407.4548419111
145,741965.4546600155
145.1,865940.1992688995
145.2,982231.6948909657
145.3,1.0898081191017828e6
145.4,1.1877149759059814e6
145.5,1.2750835647178676e6
145.6,1.3511386881023136e6
145.7,1.4152055298881617e6
145.8,1.4667156426264904e6
145.9,1.505211991268121e6
146,1.5303530083099967e6
146.1,1.5419156244294436e6
146.2,1.5397972477169365e6
146.3,1.5240166739458304e6
146.4,1.49471391980267e6
146.5,1.452148980557631e6
146.6,1.39669952319814e6
146.7,1.3288575354935667e6
146.8,1.2492249607233028e6
146.9,1.1585083567997024e6
147,1.0575126271742934e6
147.1,947133.879150959
147.2,828351.4729725849
147.3,702219.3322273303
147.4,569856.5926746862
147.5,432437.67246206116
147.6,291181.8518357218
147.7,147342.45480313897
147.8,2195.7287337824396
147.9,-142970.47943212432
148,-286868.1498950795
148.1,-428220.5182415085
148.2,-565773.4038226006
148.3,-698306.337754296
148.4,-824643.3918011995
148.5,-943663.6120646268
148.6,-1.0543109648974745e6
148.7,-1.1556037068003318e6
148.8,-1.2466430951611737e6
148.9,-1.3266213625509492e6
149,-1.394828883821941e6
149.1,-1.4506604724160307e6
149.2,-1.493620750018609e6
149.3,-1.5233285419138498e6
149.4,-1.539520259043096e6
149.5,-1.5420522367579904e6
149.6,-1.5309020095173528e6
149.7,-1.5061685102177185e6
149.8,-1.4680711923890149e6
149.9,-1.416948083043792e6
150,-1.353252783456627e6
150.1,-1.277550444484816e6
150.2,-1.1905127521405471e6
150.3,-1.0929119679056592e6
150.4,-985614.0766682961
150.5,-869571.1030773433
150.6,-745812.6644897017
150.7,-615436.8354591934
150.8,-479600.4048230167
150.9,-339508.6118333459
151,-196404.4524006906
151.1,-51557.650333886304
151.2,93746.60857003342
151.3,238219.07962550476
151.4,380577.8983712842
151.5,519559.9542014663
151.6,653932.0975976299
151.7,782502.0815253928
151.8,904129.139913826
151.9,1.0177341093589008e6
152,1.1223090042431974e6
152.1,1.216925960314877e6
152.2,1.3007454673716617e6
152.3,1.3730238180036896e6
152.4,1.4331197063047e6
152.5,1.480499918002739e6
152.6,1.5147440615236473e6
152.7,1.5355482980096722e6
152.8,1.5427280371980849e6
152.9,1.5362195752397054e6
153,1.5160806599256606e6
153.1,1.482489978307089e6
153.2,1.4357455712541884e6
153.3,1.3762621890215245e6
153.4,1.3045676112833943e6
153.5,1.2212979642898312e6
153.6,1.1271920766937558e6
153.7,1.0230849241275643e6
153.8,909900.2206942464
153.9,788642.223106707
154,660386.8201939896
154.1,526271.9868363183
154.2,387487.687026944
154.3,245265.31564951636
154.4,100866.77265013562
154.5,-44426.73345337269
154.6,-189326.05338203898
154.7,-332545.53536230023
154.8,-472814.432360147
154.9,-608888.1770698391
155,-739559.424616887
155.1,-863668.7649968847
155.2,-980115.0102010133
155.3,-1.0878649647543733e6
155.4,-1.1859625929747329e6
155.5,-1.2735375016140502e6
155.6,-1.3498126626182026e6
155.7,-1.41411130748281e6
155.8,-1.465862932034052e6
155.9,-1.5046083583549224e6
156,-1.530003808944692e6
156.1,-1.5418239569618627e6
156.2,-1.539963925487285e6
156.3,-1.5244402180681347e6
156.4,-1.4953905722865416e6
156.5,-1.453072737651869e6
156.6,-1.3978621886603658e6
156.7,-1.3302487933132267e6
156.8,-1.2508324666527894e6
156.9,-1.1603178478814934e6
157,-1.0595080482921319e6
157.1,-949297.525482653
157.2,-830664.1470799051
157.3,-704660.5143896238
157.4,-572404.6229547062
157.5,-435069.9428886293
157.6,-293875.0069980317
157.7,-150072.59907688582
157.8,-4938.638300459392
157.9,140239.14165395428
158,284172.6183135594
158.1,425584.70956625644
158.2,563220.70485833
158.3,695859.3978961348
158.4,822323.9220728439
158.5,941492.1924824056
158.6,1.0523068618695287e6
158.7,1.1537847021810801e6
158.8,1.2450253284778143e6
158.9,1.325219187801877e6
159,1.3936547421176732e6
159.1,1.4497247815926573e6
159.2,1.492931812203201e6
159.3,1.5228924698619728e6
159.4,1.5393409219020086e6
159.5,1.5421312257367782e6
159.6,1.53123862376855e6
159.7,1.5067597630557478e6
159.8,1.4689118377902217e6
159.9,1.418030662192969e6
160,1.3545676909270277e6
160.1,1.2790860134644608e6
160.2,1.1922553579486369e6
160.3,1.0948461488806137e6
160.4,987722.6713548226
160.5,871835.4024953037
160.6,748212.5781337435
160.7,617951.0695562707
160.8,482206.6512661783
160.9,342183.7461154255
161,199124.73879169225
161.1,54298.95248158252
161.2,-91008.61348489305
161.3,-235508.68507951568
161.4,-377919.15294905606
161.5,-516976.44821915356
161.6,-651446.7537925505
161.7,-780136.9516688911
161.8,-901905.209151977
161.9,-1.0156711100170523e6
162,-1.1204252407466124e6
162.1,-1.215238146778411e6
162.2,-1.2992685793001524e6
162.3,-1.3717709594183948e6
162.4,-1.4321019934749238e6
162.5,-1.4797263808142336e6
162.6,-1.5142215633589248e6
162.7,-1.5352814748510995e6
162.8,-1.5427192564940888e6
162.9,-1.5364689148990558e6
163,-1.516585907626205e6
163.1,-1.4832466511250802e6
163.2,-1.4367469554400311e6
163.3,-1.377499399569028e6
163.4,-1.306029670763987e6
163.5,-1.222971900252259e6
163.6,-1.1290630367650746e6
163.7,-1.0251363077941543e6
163.8,-912113.8265935979
163.9,-790998.4105231019
164,-662864.6833251617
164.1,-528849.5402848842
164.2,-390142.0608707786
164.3,-247972.9583602766
164.4,-103603.66005953171
164.5,41684.88499392073
164.6,186603.57153901222
164.7,329866.57596756745
164.8,470202.76508287527
164.9,606366.9745147636
165,737151.0567201684
165.1,861394.6005438251
165.2,977995.2272267061
165.3,1.0859183715095534e6
165.4,1.1842064610453465e6
165.5,1.2719874126752277e6
165.6,1.348482370182344e6
165.7,1.4130126148684574e6
165.8,1.465005587638292e6
165.9,1.5039999691585442e6
166,1.5296497730175334e6
166.1,1.5417274155672481e6
166.2,1.5401257352104238e6
166.3,1.5248589432159015e6
166.4,1.4960624976259794e6
166.5,1.4539919013744278e6
166.6,1.39902043527939e6
166.7,1.331635846025341e6
166.8,1.2524360185211482e6
166.9,1.1621236710318413e6
167,1.0615001201528157e6
167.1,951458.1709484885
167.2,832974.1953385199
167.3,707099.4690187961
167.4,574950.8437814787
167.5,437700.83799660375
167.6,296567.2331792252
167.7,152802.26894958704
167.8,7681.532255391222
167.9,-137507.36055970995
168,-281476.1884215672
168.1,-422947.555556596
168.2,-560666.225472496
168.3,-693410.2583264464
168.4,-820001.852860432
168.5,-939317.7967080699
168.6,-1.050299432348413e6
168.7,-1.1519620502826264e6
168.8,-1.2434036260905254e6
168.9,-1.323812823844565e6
169,-1.3924761948705467e6
169.1,-1.4487845079809749e6
169.2,-1.4922381550158532e6
169.3,-1.5224515837282126e6
169.4,-1.5391567186831213e6
169.5,-1.5422053398172117e6
169.6,-1.5315703975544728e6
169.7,-1.5073462528096985e6
169.8,-1.4697478397500783e6
169.9,-1.4191087587435015e6
170,-1.3558783164143534e6
170.1,-1.280617539069458e6
170.2,-1.193994194866255e6
170.3,-1.0967768688896007e6
170.4,-989828.1437080844
170.5,-874096.945916305
170.6,-750610.1265703338
170.7,-620463.3502212395
170.8,-484811.3733848393
170.9,-344857.7987055238
171,-201844.39572083086
171.1,-57040.08298248918
171.2,88270.33070845083
171.3,232797.54605673873
171.4,375259.21287009184
171.5,514391.308
171.6,648959.3506706923
171.7,777769.3556874074
171.8,899678.4273381896
171.9,1.0136048999929418e6
172,1.118537935424876e6
172.1,1.2135464916995754e6
172.2,1.2977875840540046e6
172.3,1.3705137644680222e6
172.4,1.4310797535650034e6
172.5,1.4789481659980537e6
172.6,1.5136942785223e6
172.7,1.535009798447219e6
172.8,1.5427055990328891e6
172.9,1.5367133975594298e6
173,1.5170863611808154e6
173.1,1.483998635187317e6
173.2,1.4377437978623381e6
173.3,1.3787322556430318e6
173.4,1.3074876016971595e6
173.5,1.2246419702248392e6
173.6,1.1309304277059278e6
173.7,1.0271844508575988e6
173.8,914324.5491701051
173.9,793352.0974798825
174,665340.4510458399
174.1,531425.4219640761
174.2,392795.20141950867
174.3,250679.8171928904
174.4,106340.21996283051
174.5,-38942.90476255887
174.6,-183880.49981528753
174.7,-327186.5738171977
174.8,-467589.61142711155
174.9,-603843.8551465682
175,-734740.3585830571
175.1,-859117.7130986446
175.2,-975872.352668982
175.3,-1.083968345520753e6
175.4,-1.182446585669208e6
175.5,-1.270433302801454e6
175.6,-1.3471478149999843e6
175.7,-1.4119094555182294e6
175.8,-1.4641436121494002e6
175.9,-1.5033868256021917e6
176,-1.5292909016476914e6
176.1,-1.541626000550781e6
176.2,-1.5402826763748522e6
176.3,-1.525272848065481e6
176.4,-1.4967296936969308e6
176.5,-1.4549064688196993e6
176.6,-1.400174259393828e6
176.7,-1.3330186892452375e6
176.8,-1.254035611259322e6
176.9,-1.1639258205423087e6
177,-1.0634888364591196e6
177.1,-953615.8087183548
177.2,-835281.6104460338
177.3,-709536.1884049617
177.4,-577495.2471060336
177.5,-440330.34946934733
177.6,-299258.5218688313
177.7,-155531.4557923638
177.8,-10424.40192789605
177.9,134775.14478494387
178,278778.8687429051
178.1,420309.0645489497
178.2,558109.9737401755
178.3,690958.9267873127
178.4,817677.191504358
178.5,937140.4316152667
178.6,1.0482886826799007e6
178.7,1.150135756866636e6
178.8,1.241777993125741e6
178.9,1.3224022751247317e6
179,1.3912932458061182e6
179.1,1.4478396545533235e6
179.2,1.4915397806493153e6
179.3,1.5220058849062738e6
179.4,1.5389676499687233e6
179.5,1.542274578765005e6
179.6,1.5318973298263364e6
179.7,1.5079279776255907e6
179.8,1.4705791956258628e6
179.9,1.4201823692873719e6
180,1.357184655775529e6
180.1,1.2821450164584587e6
180.2,1.1957292573966882e6
180.3,1.0987041218293374e6
180.4,991930.48707238
180.5,876355.7261912833
180.6,753005.3022204778
180.7,622973.6695124196
180.8,487414.56294509856
180.9,347530.7611505764
181,204563.41459079308
181.1,59781.03317149908
181.2,-85531.76889681185
181.3,-230085.67112747388
181.4,-372598.0865428443
181.5,-511804.5417160555
181.6,-646469.8960950945
181.7,-775399.3010652519
181.8,-897448.8015116414
181.9,-1.0115354858181231e6
182,-1.1166470942440315e6
182.1,-1.2118510004259362e6
182.2,-1.2963024863148574e6
182.3,-1.3692522371267453e6
182.4,-1.430052989806386e6
182.5,-1.4781652760142488e6
182.6,-1.513162208680588e6
182.7,-1.5347332696568388e6
182.8,-1.5426870648576585e6
182.9,-1.536953022447983e6
183,-1.517582019007487e6
183.1,-1.4847459281166696e6
183.2,-1.4387360953699467e6
183.3,-1.37996075334632e6
183.4,-1.308941399474183e6
183.5,-1.2263081689281866e6
183.6,-1.132794243613224e6
183.7,-1.0292293468434244e6
183.8,-916532.3814353563
183.9,-795703.2765367061
184,-667814.1155297668
184.1,-533999.6237311622
184.2,-395447.10028621904
184.3,-253385.88359058817
184.4,-109076.44370941655
184.5,36200.80142708022
184.6,181156.8468188858
184.7,324505.53738306323
184.8,464974.9796534101
184.9,601318.8269411956
185,732327.3378261162
185.1,856838.1098589846
185.2,973746.3932385527
185.3,1.0820148929522843e6
185.4,1.1806829724095368e6
185.5,1.2688751769054937e6
185.6,1.3458090012898438e6
185.7,1.4108018329193704e6
185.8,1.4632770082921907e6
185.9,1.5027689296240995e6
186,1.5289271959696042e6
186.1,1.5415197122330489e6
186.2,1.540434748484456e6
186.3,1.5256819313084593e6
186.4,1.497392158390293e6
186.5,1.4558164370966041e6
186.6,1.4013236573562766e6
186.7,1.334397318601571e6
186.8,1.2556312398107676e6
186.9,1.165724290716043e6
187,1.0654741909244254e6
187.1,955770.4319716485
187.2,837586.3851083765
187.3,711970.6648453005
187.4,580037.8248851469
187.5,442958.4689945963
187.6,301948.8645592135
187.7,158260.15097786442
187.8,13167.238647368682
187.9,-132042.5029665827
188,-276080.6678041883
188.1,-417669.24488396675
188.2,-555551.9577420471
188.3,-688505.4110277059
188.4,-815349.9453532099
188.5,-934960.104086925
188.6,-1.0462746192202603e6
188.7,-1.148305827706284e6
188.8,-1.2401484347223204e6
188.9,-1.3209875461013243e6
189,-1.3901058986638603e6
189.1,-1.4468902242965205e6
189.2,-1.490836691311238e6
189.3,-1.5215553748050742e6
189.4,-1.5387737163564884e6
189.5,-1.5423389423612852e6
189.6,-1.5322194195506608e6
189.7,-1.50850493566451e6
189.8,-1.47140590278954e6
189.9,-1.4212514904307434e6
190,-1.3584867048810283e6
190.1,-1.283668440802839e6
190.2,-1.197460540055155e6
190.3,-1.1006279016075e6
190.4,-994029.6948019009
190.5,-878611.7361799099
190.6,-755398.0975126813
190.7,-625482.0194943307
190.8,-490016.21171794186
190.9,-350202.6250009652
191,-207281.7868064134
191.1,-62521.79438407439
191.2,82792.93670696356
191.3,227373.06886434735
191.4,369935.782379516
191.5,509216.1575444097
191.6,643978.39793528
191.7,773026.7952944704
191.8,895216.3387205
191.9,1.0094628740343119e6
192,1.114752723181299e6
192.1,1.2101516783171843e6
192.2,1.294813290777318e6
192.3,1.3679863813824337e6
192.4,1.4290217054448032e6
192.5,1.4773777133376459e6
192.6,1.5126253555157548e6
192.7,1.534451889354106e6
192.8,1.5426636540269856e6
192.9,1.537187788807226e6
193,1.5180728795393729e6
193.1,1.4854885275508382e6
193.2,1.4397238448260622e6
193.3,1.3811848887953951e6
193.4,1.3103910594993946e6
193.5,1.227970491095235e6
193.6,1.134654478595174e6
193.7,1.0312709892874203e6
193.8,918737.3164100765
193.9,798051.9402611585
194,670285.6689573328
194.1,536572.1374487209
194.2,398097.74908779084
194.3,256091.14899910535
194.4,111812.32264969371
194.5,-33458.583655667506
194.6,-178432.62115966532
194.7,-321823.4751403049
194.8,-462358.87802699726
194.9,-598791.8978805823
195,-729912.0020772506
195.1,-854555.7980309619
195.2,-971617.3556558815
195.3,-1.0800580199792918e6
195.4,-1.178915626841367e6
195.5,-1.2673130399128068e6
195.6,-1.3444659332841053e6
195.7,-1.4096897505732356e6
195.8,-1.4624057788061502e6
195.9,-1.5021462831775262e6
196,-1.5285586571329979e6
196.1,-1.541408550950044e6
196.2,-1.540581951058514e6
196.3,-1.5260861916516665e6
196.4,-1.4980498896119203e6
196.5,-1.4567218033286012e6
196.6,-1.4024686255333237e6
196.7,-1.335771729736253e6
196.8,-1.2572228991314743e6
196.9,-1.1675190758678203e6
197,-1.0674561772727428e6
197.1,-957922.0338972964
197.2,-839888.5120398246
197.3,-714402.8906440825
197.4,-582578.5690814054
197.5,-445585.18826448725
197.6,-304638.25274585595
197.7,-160988.34588029128
197.8,-15910.0337433083
197.9,129309.44374289991
198,273381.59413481766
198.1,415028.1049064967
198.2,552992.1855643672
198.3,686049.7188036201
198.4,813020.1217637477
198.5,932776.8210153739
198.6,1.0442572483362359e6
198.7,1.1464722685862393e6
198.8,1.2385149560315325e6
198.9,1.319568641246504e6
199,1.388914157197147e6
199.1,1.4459362202118516e6
199.2,1.4901288892242098e6
199.3,1.5211000548487413e6
199.4,1.5385749184594688e6
199.5,1.5423984304025883e6
199.6,1.532536665709274e6
199.7,1.509077125102609e6
199.8,1.472227958627769e6
199.9,1.4223161187939865e6
200,1.3597844596148867e6
200.1,1.2851878072868602e6
200.2,1.1991880373688212e6
200.3,1.1025482021427436e6
200.4,996125.7602607493
200.5,880864.9687506127
200.6,757788.5048829746
200.7,627988.3922377188
200.8,492616.3114791001
200.9,352873.38181054464
201,209999.50377452644
201.1,65262.35795627558
201.2,-80053.84279674785
201.3,-224659.74784228473
201.4,-367272.30879603286
201.5,-506626.163667292
201.6,-641484.8640672325
201.7,-770651.8458749702
201.8,-892981.0460219008
201.9,-1.0073870711933315e6
202,-1.1128548282250578e6
202.1,-1.2084485307451214e6
202.2,-1.2933200021489477e6
202.3,-1.3667162012366396e6
202.4,-1.427985903740326e6
202.5,-1.4765854804578442e6
202.6,-1.512083720724862e6
202.7,-1.5341656584285048e6
202.8,-1.5426353666148765e6
202.9,-1.5374176958950288e6
203,-1.5185589412247932e6
203.1,-1.4862264311423588e6
203.2,-1.440707043108267e6
203.3,-1.38240465812061e6
203.4,-1.3118365771902099e6
203.5,-1.229628931471145e6
203.6,-1.136511126771307e6
203.7,-1.0333093717356622e6
203.8,-920939.3471241491
203.9,-800398.0812287756
204,-672755.1035156423
204.1,-539142.9549846667
204.2,-400747.1394451854
204.3,-258795.60486670924
204.4,-114547.84813515536
204.5,30716.26011686511
204.6,175707.83144929504
204.7,319140.3955673069
204.8,459741.3148177466
204.9,596263.0759527949
205,727494.358971684
205.1,852270.7848292921
205.2,969485.2466511618
205.3,1.0780977327877318e6
205.4,1.1771445545515325e6
205.5,1.2657468967615326e6
205.6,1.3431186152283987e6
205.7,1.4085732119952764e6
205.8,1.4615299264453473e6
205.9,1.5015188882307461e6
