"time","wconn.F_exc"
94.3,229003.4774317949
94.35,156895.37406799395
94.4,84439.0551307997
94.45,11795.331089004387
94.5,-60874.57165949784
94.55,-133409.36861535243
94.6,-205648.07513477065
94.65,-277430.3637208375
94.7,-348596.91985622945
94.75,-418989.79558814625
94.8,-488452.7600797326
94.85,-556831.6463509601
94.9,-623974.6934386224
94.95,-689732.8832166148
95,-753960.2711286045
95.05,-816514.3100992799
95.1,-877256.1669050859
95.15,-936051.0303023985
95.2,-992768.4102293565
95.25,-1.0472824274171158e6
95.3,-1.099472092767953e6
95.35,-1.149221575879882e6
95.4,-1.196420462122237e6
95.45,-1.2409639976911887e6
95.5,-1.2827533221017092e6
95.55,-1.3216956875998122e6
95.6,-1.3577046650080048e6
95.65,-1.3907003355473967e6
95.7,-1.420609468210322e6
95.75,-1.4473656822902998e6
95.8,-1.4709095947081002e6
95.85,-1.4911889518073695e6
95.9,-1.5081587453270294e6
95.95,-1.5217813122931493e6
96,-1.532026418608691e6
96.05,-1.5388713261553906e6
96.1,-1.542300843259055e6
96.15,-1.5423073584061377e6
96.2,-1.5388908571368416e6
96.25,-1.5320589220772006e6
96.3,-1.521826716110114e6
96.35,-1.5082169487226377e6
96.4,-1.4912598256042798e6
96.45,-1.4709929816081019e6
96.5,-1.4474613972234605e6
96.55,-1.4207172987457106e6
96.6,-1.3908200423645626e6
96.65,-1.3578359824281372e6
96.7,-1.321838324175351e6
96.75,-1.2829069612632606e6
96.8,-1.2411282984500346e6
96.85,-1.1965950598272255e6
96.9,-1.1494060830266357e6
96.95,-1.099666099858995e6
97,-1.0474855038706604e6
97.05,-992980.1053349592
97.1,-936270.8742212878
97.15,-877483.6717128586
97.2,-816748.9708689305
97.25,-754201.5670510223
97.3,-689980.2787566027
97.35,-624227.6395233966
97.4,-557089.5815887877
97.45,-488715.112005912
97.5,-419255.9819354602
97.55,-348866.349847381
97.6,-277702.43937946146
97.65,-205922.19261275948
97.7,-133684.9195328726
97.75,-61150.94445538714
97.8,11518.749800017527
97.85,84162.87919671847
97.9,156620.21643715023
97.95,228729.9487925509
98,300332.0350128276
98.05,371267.56052419153
98.1,441379.09012601804
98.15,510511.0174047089
98.2,578509.9100882792
98.25,645224.8505761692
98.3,710507.7708874249
98.35,774213.7812848062
98.4,836201.4918448539
98.45,896333.3262603428
98.5,954475.8271791147
98.55,1.0104999524007919e6
98.6,1.0642813612748224e6
98.65,1.11570069066357e6
98.7,1.1646438198584227e6
98.75,1.211002123860774e6
98.8,1.2546727144656149e6
98.85,1.2955586686130262e6
98.9,1.3335692435003466e6
98.95,1.3686200779779474e6
99,1.400633379781411e6
99.05,1.429538098184701e6
99.1,1.4552700816909757e6
99.15,1.4777722204112983e6
99.2,1.4969945728149903e6
99.25,1.5128944765705208e6
99.3,1.5254366432308364e6
99.35,1.53459323655295e6
99.4,1.5403439342780875e6
99.45,1.5426759732351308e6
99.5,1.5415841776673913e6
99.55,1.5370709707197316e6
99.6,1.5291463690606118e6
99.65,1.517827960650961e6
99.7,1.5031408657092643e6
99.75,1.4851176809593865e6
99.8,1.463798407285039e6
99.85,1.4392303609512679e6
99.9,1.41146806859018e6
99.95,1.380573146183834e6
100,1.3466141623129179e6
100.05,1.3096664859748438e6
100.1,1.2698121193087634e6
100.15,1.2271395155990599e6
100.2,1.1817433829609684e6
100.25,1.1337244741442152e6
100.3,1.083189362921036e6
100.35,1.0302502075551035e6
100.4,975024.5018759375
100.45,917634.8145117308
100.5,858208.5168589406
100.55,796877.5003925483
100.6,733777.8839445818
100.65,669049.7116000954
100.7,602836.6418817886
100.75,535285.6289122168
100.8,466546.5962620905
100.85,396772.10420805553
100.9,326117.01113832265
100.95,254738.12985825815
101,182793.87955776922
101.05,110443.93421400862
101.1,37848.86820874215
101.15,-34830.20005230909
101.2,-107431.96572775794
101.25,-179795.29554261643
101.3,-251759.58540936775
101.35,-323165.11687487894
101.4,-393853.4116013996
101.45,-463667.5830954717
101.5,-532452.6849037509
101.55,-600056.054503203
101.6,-666327.652122091
101.65,-731120.3937402994
101.7,-794290.4775293249
101.75,-855697.7030079319
101.8,-915205.7822049226
101.85,-972682.6421382527
101.9,-1.0280007179396338e6
101.95,-1.081037235973408e6
102,-1.1316744863221222e6
102.05,-1.179800084033285e6
102.1,-1.2253072185479244e6
102.15,-1.2680948907574029e6
102.2,-1.3080681371619522e6
102.25,-1.3451382406340467e6
102.3,-1.3792229273181634e6
102.35,-1.4102465492305208e6
102.4,-1.4381402521530932e6
102.45,-1.462842128449567e6
102.5,-1.4842973544639472e6
102.55,-1.502458312196823e6
102.6,-1.5172846949894074e6
102.65,-1.528743596980604e6
102.7,-1.5368095861387132e6
102.75,-1.541464760705597e6
102.8,-1.5426987889280731e6
102.85,-1.5405089319883287e6
102.9,-1.534900050082493e6
102.95,-1.5258845916338565e6
103,-1.5134825656646856e6
103.05,-1.497721497387933e6
103.1,-1.4786363671174583e6
103.15,-1.4562695326322345e6
103.2,-1.4306706351670322e6
103.25,-1.4018964892379516e6
103.3,-1.3700109565476093e6
103.35,-1.3350848042496988e6
103.4,-1.297195547887392e6
103.45,-1.2564272793544978e6
103.5,-1.2128704802606904e6
103.55,-1.1666218211156253e6
103.6,-1.1177839467770762e6
103.65,-1.0664652486397359e6
103.7,-1.012779624069949e6
103.75,-956846.2236204087
103.8,-898789.1865860297
103.85,-838737.365487497
103.9,-776824.0400944744
103.95,-713186.6216227352
104,-647966.347762009
104.05,-581307.9692111943
104.1,-513359.4284169685
104.15,-444271.53122829343
104.2,-374197.61219615326
104.25,-303293.1942608579
104.3,-231715.64358239956
104.35,-159623.82028016215
104.4,-87177.72585657304
104.45,-14538.148088010017
104.5,58133.69582990246
104.55,130676.51708961884
104.6,202929.31323804418
104.65,274731.7255075845
104.7,345924.3947181596
104.75,416349.3149612802
104.8,485850.18428009853
104.85,554272.7515681346
104.9,621465.1589159813
104.95,687278.2786467304
105,751566.0442918775
105.05,814185.7747729489
105.1,874998.4910698422
105.15,933869.2246724851
105.2,990667.3171317243
105.25,1.0452667100443027e6
105.3,1.097546224828521e6
105.35,1.1473898316694726e6
105.4,1.1946869070370535e6
105.45,1.239332479205266e6
105.5,1.2812274612277658e6
105.55,1.3202788708527293e6
105.6,1.3564000368887526e6
105.65,1.3895107915640883e6
105.7,1.4195376484518868e6
105.75,1.4464139655670293e6
105.8,1.470080093272117e6
105.85,1.4904835066646216e6
105.9,1.5075789221513697e6
105.95,1.5213283979514518e6
106,1.5317014183047619e6
106.05,1.5386749611990065e6
106.1,1.542233549465078e6
106.15,1.542369285127264e6
106.2,1.5390818669321244e6
106.25,1.5323785910170889e6
106.3,1.5222743347173287e6
106.35,1.5087915235467928e6
106.4,1.491960081426759e6
106.45,1.471817364272295e6
106.5,1.4484080770840778e6
106.55,1.4217841747295307e6
106.6,1.3920047466335448e6
106.65,1.3591358856346838e6
106.7,1.323250541297879e6
106.75,1.2844283580092657e6
106.8,1.2427554982123773e6
106.85,1.1983244511782166e6
106.9,1.1512338277332843e6
106.95,1.101588141401632e6
107,1.049497576446044e6
107.05,995077.74332379
107.1,938449.4220993555
107.15,879738.2943835073
107.2,819074.6643941505
107.25,756593.1697572513
107.3,692432.4826906103
107.35,626735.0022328234
107.4,559646.5382011912
107.45,491315.98757951596
107.5,421895.0040541912
107.55,351537.6614322426
107.6,280400.111687808
107.65,208640.2383966232
107.7,136417.30632713655
107.75,63891.607966315416
107.8,-8775.89223558846
107.85,-81423.91511152781
107.9,-153891.22472263477
107.95,-226016.98620736375
108,-297641.12274037016
108.05,-368604.6708091228
108.1,-438750.1330193791
108.15,-507921.82764708204
108.2,-575966.2341600899
108.25,-642732.3339438558
108.3,-708071.9454738987
108.35,-771840.0531917118
108.4,-833895.1293542795
108.45,-894099.448142308
108.5,-952319.3913309082
108.55,-1.0084257448433511e6
108.6,-1.062293985530578e6
108.65,-1.1138045575393315e6
108.7,-1.1628431376559767e6
108.75,-1.2093008890369267e6
108.8,-1.253074702762405e6
108.85,-1.2940674266777963e6
108.9,-1.3321880810142676e6
108.95,-1.3673520603104732e6
109,-1.3994813211869558e6
109.05,-1.4285045555566414e6
109.1,-1.4543573488868799e6
109.15,-1.4769823231618637e6
109.2,-1.4963292642281414e6
109.25,-1.5123552332405322e6
109.3,-1.5250246619611594e6
109.35,-1.534309431700015e6
109.4,-1.5401889357219664e6
109.45,-1.5426501249815756e6
109.5,-1.5416875370843427e6
109.55,-1.5373033084099938e6
109.6,-1.5295071693709833e6
109.65,-1.5183164228166796e6
109.7,-1.5037559056312344e6
109.75,-1.485857933610243e6
109.8,-1.4646622297387063e6
109.85,-1.4402158360292898e6
109.9,-1.4125730091167314e6
109.95,-1.3817950998399644e6
110,-1.347950417079261e6
110.05,-1.3111140761507072e6
110.1,-1.271367832094241e6
110.15,-1.2287998982255608e6
110.2,-1.183504750354336e6
110.25,-1.1355829171034272e6
110.3,-1.085140756794349e6
110.35,-1.0322902213942957e6
110.4,-977148.6080485634
110.45,-919838.2987497428
110.5,-860486.4887216116
110.55,-799224.9041203761
110.6,-736189.509680107
110.65,-671520.2069507437
110.7,-605360.5237989594
110.75,-537857.2958605498
110.8,-469160.34065150423
110.85,-399422.12506126444
110.9,-328797.42696559953
110.95,-257442.99171088726
111,-185517.1842312172
111.05,-113179.63757151319
111.1,-40590.898595766754
111.15,32087.928332655978
111.2,104695.53890791842
111.25,177070.78688281044
111.3,249053.0417185001
111.35,320482.545090176
111.4,391200.7654565366
111.45,461050.7499067809
111.5,529877.4725038379
111.55,597528.1783509491
111.6,663852.7226177725
111.65,728703.9037736736
111.7,791937.7902887219
111.75,853414.0400771062
111.8,912996.2119742045
111.85,970552.0685556988
111.9,1.0259538696271261e6
111.95,1.079078655731957e6
112,1.1298085210494185e6
112.05,1.1780308750762045e6
112.1,1.2236386925111555e6
112.15,1.2665307507886894e6
112.2,1.306611854733282e6
112.25,1.3437930478370201e6
112.3,1.3779918096906522e6
112.35,1.4091322391305165e6
112.4,1.437145222694513e6
112.45,1.46196858801334e6
112.5,1.483547241796743e6
112.55,1.501833292108162e6
112.6,1.5167861546567625e6
112.65,1.5283726428706814e6
112.7,1.536567041551746e6
112.75,1.5413511639481029e6
112.8,1.5427143921181294e6
112.85,1.5406537004960186e6
112.9,1.535173662606763e6
112.95,1.5262864409156167e6
113,1.514011759834569e6
113.05,1.49837686194572e6
113.1,1.4794164475387784e6
113.15,1.4571725975967622e6
113.2,1.431694680400974e6
113.25,1.4030392419623972e6
113.3,1.3712698805227405e6
113.35,1.3364571054037563e6
113.4,1.2986781805178754e6
113.45,1.2580169528878345e6
113.5,1.2145636665553774e6
113.55,1.1684147622926314e6
113.6,1.1196726635601395e6
113.65,1.0684455491869608e6
113.7,1.0148471132773237e6
113.75,958996.3128762925
113.8,901017.1039551926
113.85,841038.1663020113
113.9,779192.6179279751
113.95,715617.7196236848
114,650454.5703208216
114.05,583847.7939353406
114.1,515945.2183873602
114.15,446897.54751005577
114.2,376858.0265756081
114.25,305982.10218075506
114.3,234427.07724656543
114.35,162351.76189850224
114.4,89916.12100105252
114.45,17280.919129840742
114.5,-55392.63623136458
114.55,-127943.25247664133
114.6,-200209.90985260496
114.65,-272032.2188278782
114.7,-343250.77606338094
114.75,-413707.51819441485
114.8,-483246.0726382325
114.85,-551712.1046494911
114.9,-618953.6598526903
114.95,-684821.5014914892
115,-749169.4416469111
115.05,-811854.6656884144
115.1,-872738.0492386626
115.15,-931684.4669477885
115.2,-988563.0923923616
115.25,-1.0432476884332513e6
115.3,-1.095616887387809e6
115.35,-1.1455544603949662e6
115.4,-1.1929495753749225e6
115.45,-1.237697043011328e6
115.5,-1.2796975502097502e6
115.55,-1.3188578805144585e6
115.6,-1.3550911209941166e6
115.65,-1.3883168551375342e6
115.7,-1.418461341331007e6
115.75,-1.4454576765214226e6
115.8,-1.4692459447017596e6
115.85,-1.4897733498893785e6
115.9,-1.506994333302151e6
115.95,-1.5208706744721276e6
116,-1.5313715760725983e6
116.05,-1.5384737322700166e6
116.1,-1.542161380449286e6
116.15,-1.5424263361974955e6
116.2,-1.5392680114685134e6
116.25,-1.5326934158881027e6
116.3,-1.5227171411966747e6
116.35,-1.5093613288641816e6
116.4,-1.4926556209490786e6
116.45,-1.472637094310358e6
116.5,-1.4493501783186784e6
116.55,-1.4228465562493056e6
116.6,-1.3931850505755409e6
116.65,-1.3604314924174359e6
116.7,-1.324658575435342e6
116.75,-1.285945694492704e6
116.8,-1.2443787694460498e6
116.85,-1.2000500544534603e6
116.9,-1.1530579332244266e6
116.95,-1.1035067006658947e6
117,-1.051506331408797e6
117.05,-997172.2357289168
117.1,-940625.0034039777
117.15,-881990.1360750205
117.2,-821397.768706684
117.25,-758982.3807637749
117.3,-694882.4977460623
117.35,-629240.3837428883
117.4,-562201.725690486
117.45,-493915.31003269827
117.5,-424532.6925022032
117.55,-354207.8617560528
117.6,-283096.8976111179
117.65,-211357.62463871881
117.7,-139149.26188671845
117.75,-66632.06950669186
117.8,6033.00692932513
117.85,78684.69363364384
117.9,151161.74653584932
117.95,223303.30915001265
118,294949.2695815633
118.05,365940.6158817341
118.1,436119.7889605368
118.15,505331.0322755669
118.2,573420.7375198884
118.25,640237.7855423169
118.3,705633.8817432277
118.35,769463.8852013231
118.4,831586.1308014
118.45,891862.7436474671
118.5,950159.945064291
118.55,1.0063483495072556e6
118.6,1.060303251722416e6
118.65,1.1119049035188726e6
118.7,1.161038779539313e6
118.75,1.207595831439235e6
118.8,1.251472729910037e6
118.85,1.2925720940095184e6
118.9,1.3308027072902767e6
118.95,1.366079720246686e6
119,1.3983248386309885e6
119.05,1.4274664972204634e6
119.1,1.453440018650265e6
119.15,1.4761877569591154e6
119.2,1.4956592255295182e6
119.25,1.5118112091383783e6
119.3,1.5246078598694343e6
119.35,1.53402077667454e6
119.4,1.5400290684073472e6
119.45,1.5426194001893508e6
119.5,1.5417860230055025e6
119.55,1.5375307864636416e6
119.6,1.529863134689456e6
119.65,1.5188000853660568e6
119.7,1.5043661919647502e6
119.75,1.486593489250712e6
119.8,1.465521422184645e6
119.85,1.441196758378154e6
119.9,1.4136734842970637e6
119.95,1.3830126854432693e6
120,1.3492824107806832e6
120.05,1.312557521706615e6
120.1,1.2729195259033502e6
120.15,1.2304563964390482e6
120.2,1.185262376519174e6
120.25,1.137437770321895e6
120.3,1.0870887203818178e6
120.35,1.0343269720157944e6
120.4,979269.6253140575
120.45,922038.8752467447
120.5,862761.74046287
120.55,801569.7813834616
120.6,738598.8082148277
120.65,673988.5795295241
120.7,607882.4920845459
120.75,540427.2625646993
120.8,471772.6019576791
120.85,402070.883283753
120.9,331476.80341697315
120.95,260147.039749234
121,188239.90245821534
121.05,115914.98315192315
121.1,43332.80066910741
121.15,-29345.555178451395
121.2,-101958.7811304394
121.25,-174345.7184768083
121.3,-246345.7107351877
121.35,-317798.96021410613
121.4,-388546.8826698522
121.45,-458432.4592704119
121.5,-527300.5850851093
121.55,-594998.4133262999
121.6,-661375.6945796256
121.65,-726285.110269319
121.7,-789582.5996189903
121.75,-851127.6793818943
121.8,-910783.755631295
121.85,-968418.4269186219
121.9,-1.0239037781270598e6
121.95,-1.0771166643678497e6
122,-1.127938984289666e6
122.05,-1.1762579421942865e6
122.1,-1.2219662983766857e6
122.15,-1.2649626071343166e6
122.2,-1.305151441916824e6
122.25,-1.342443607117103e6
122.3,-1.3767563360330623e6
122.35,-1.4080134745610708e6
122.4,-1.436145650213417e6
122.45,-1.4610904260843736e6
122.5,-1.482792439423574e6
122.55,-1.501203524508704e6
122.6,-1.516282819545174e6
122.65,-1.5279968573552612e6
122.7,-1.536319639655608e6
122.75,-1.5412326947581416e6
122.8,-1.5427251185663585e6
122.85,-1.5407935987760231e6
122.9,-1.5354424222265347e6
122.95,-1.526683465386664e6
123,-1.5145361679957698e6
123.05,-1.4990274899189826e6
123.1,-1.4801918513121675e6
123.15,-1.4580710562293576e6
123.2,-1.4327141998423464e6
123.25,-1.4041775594782322e6
123.3,-1.3725244697167764e6
123.35,-1.3378251818249018e6
123.4,-1.300156707840056e6
123.45,-1.2596026496488506e6
123.5,-1.2162530134398385e6
123.55,-1.170204009942714e6
123.6,-1.1215578408970407e6
123.65,-1.0704224722243072e6
123.7,-1.0169113944071755e6
123.75,-961143.3706070574
123.8,-903242.173079845
123.85,-843336.3084740544
123.9,-781558.7326216678
123.95,-718046.5554542328
124,-652940.7366992907
124.05,-586385.7730327114
124.1,-518529.37738079345
124.15,-449522.151084467
124.2,-379517.24965269986
124.25,-308670.0428472684
124.3,-237137.76985308307
124.35,-165079.1902995985
124.4,-92654.23190773375
124.45,-20023.635544203666
124.5,52651.40152874558
124.55,125209.58341666157
124.6,197489.87357487727
124.65,269331.85221524665
124.7,340576.07234358613
124.75,411064.41363862826
124.8,480640.4333861054
124.85,549149.7136896439
124.9,616440.2041879585
124.95,682362.5595170972
125,746770.4707697103
125.05,809520.9902146468
125.1,870474.8485571274
125.15,929496.7640346417
125.2,986455.742663059
125.25,1.041225368966379e6
125.3,1.0936840865447146e6
125.35,1.1437154678582342e6
125.4,1.1912084726277988e6
125.45,1.236057694279224e6
125.5,1.278163593883931e6
125.55,1.3174327210769425e6
125.6,1.353777921461769e6
125.65,1.387118530041959e6
125.7,1.4173805502500448e6
125.75,1.4444968181764388e6
125.8,1.4684071516338927e6
125.85,1.4890584837265492e6
125.9,1.506404980627343e6
125.95,1.5204081433021056e6
126,1.5310368929548762e6
126.05,1.5382676400045347e6
126.1,1.5420843364398167e6
126.15,1.5424785114364862e6
126.2,1.5394492901575798e6
126.25,1.5330033956950344e6
126.3,1.5231551341483763e6
126.35,1.5099263628735687e6
126.4,1.4933464419725388e6
126.45,1.473452169130993e6
126.5,1.450287697949145e6
126.55,1.4239044399467034e6
126.6,1.3943609504594407e6
126.65,1.3617227986807944e6
126.7,1.3260624221367412e6
126.75,1.2874589659170571e6
126.8,1.2459981070196717e6
126.85,1.2017718641980772e6
126.9,1.1548783937337734e6
126.95,1.1054217715869413e6
127,1.0535117624089718e6
127.05,999263.5759293479
127.1,942797.6112578299
127.15,884239.1896690027
127.2,823718.2764628651
127.25,761369.1925179727
127.3,697330.3161781087
127.35,631743.7761336807
127.4,564755.1359793574
127.45,496513.07114862755
127.5,427169.03894138377
127.55,356876.94237792515
127.6,285792.78862446337
127.65,214074.34274899834
127.7,141880.77757547103
127.75,69372.3204135241
127.8,-3290.1025518601327
127.85,-75945.22342213917
127.9,-148431.79050506637
127.95,-220588.92619882047
128,-292256.48404574144
128.05,-363275.40416348574
128.1,-433488.06626438675
128.15,-502738.63948008086
128.2,-570873.4282143349
128.25,-637741.2132571582
128.3,-703193.5874025015
128.35,-767085.2848250485
128.4,-829274.503485273
128.45,-889623.2198463466
128.5,-947997.495205566
128.55,-1.0042677729594671e6
128.6,-1.0583091661433624e6
128.65,-1.1100017346072719e6
128.7,-1.1592307512122528e6
128.75,-1.2058869564576317e6
128.8,-1.2498668009725902e6
128.85,-1.2910726753351425e6
128.9,-1.3294131267077385e6
128.95,-1.3648030618086455e6
129,-1.397163935769316e6
129.05,-1.42642392645762e6
129.1,-1.4525180938809428e6
129.15,-1.4753885243147912e6
129.2,-1.4949844588372048e6
129.25,-1.5112624059837991e6
129.3,-1.524186238273231e6
129.35,-1.5337272723890056e6
129.4,-1.5398643328395968e6
129.45,-1.5425837989555818e6
129.5,-1.5418796351195436e6
129.55,-1.5377534041615827e6
129.6,-1.5302142638907728e6
129.65,-1.5192789467701705e6
129.7,-1.5049717227806135e6
129.75,-1.4873243455555846e6
129.8,-1.4663759819068175e6
129.85,-1.4421731248970074e6
129.9,-1.4147694906524175e6
129.95,-1.3842258991447948e6
130,-1.350610139206561e6
130.05,-1.313996818079617e6
130.1,-1.2744671958309768e6
130.15,-1.232109005003093e6
130.2,-1.1870162558993592e6
130.25,-1.1392890279361608e6
130.3,-1.0890332475256496e6
130.35,-1.0363604529811383e6
130.4,-981387.5469675798
130.45,-924236.5370464148
130.5,-865034.2648903186
130.55,-803912.124769311
130.6,-741005.771932605
130.65,-676454.8215335762
130.7,-610402.5387662634
130.75,-542995.5209006318
130.8,-474383.37192286126
130.85,-404718.37050241587
130.9,-334155.1320225711
130.95,-262850.2654254359
131,-190962.02563181662
131.05,-118649.96230839689
131.1,-46074.565761239624
131.15,26603.0892587312
131.2,99221.70104658349
131.25,171620.09893894257
131.3,243637.60101771398
131.35,315114.3707298451
131.4,385891.7716306511
131.45,455812.7194631788
131.5,524722.0307934771
131.55,592466.767426206
131.6,658896.5758378919
131.65,723864.0208733894
131.7,787224.9129652072
131.75,848838.628149811
131.8,908568.4201700866
131.85,966281.7239717703
131.9,1.0218504499200518e6
131.95,1.0751512680832073e6
132,1.126065881952739e6
132.05,1.1744812909920404e6
132.1,1.220290041431193e6
132.15,1.2633904647513998e6
132.2,1.3036869033291424e6
132.25,1.341089922740093e6
132.3,1.3755165102509125e6
132.35,1.40689025905875e6
132.4,1.4351415378695969e6
132.45,1.4602076454386557e6
132.5,1.482032949730479e6
132.55,1.50056901138924e6
132.6,1.515774691245752e6
132.65,1.5276162416222556e6
132.7,1.536067381232374e6
132.75,1.5411093535102115e6
132.8,1.5427309682388522e6
132.85,1.5409286263861042e6
132.9,1.5357063280922212e6
132.95,1.5270756637919499e6
133,1.515055788490558e6
133.05,1.4996733792509923e6
133.1,1.4809625759864636e6
133.15,1.4589649056898705e6
133.2,1.433729190268311e6
133.25,1.405311438187071e6
133.3,1.3737747201637705e6
133.35,1.3391890291884497e6
133.4,1.3016311251801078e6
133.45,1.2611843646249431e6
133.5,1.2179385155737777e6
133.55,1.1719895584097898e6
133.6,1.1234394728284788e6
133.65,1.072396011502437e6
133.7,1.0189724609340315e6
133.75,963287.3900255456
133.8,905464.386926207
133.85,845631.7847388873
133.9,783922.3766959243
133.95,720473.1214364613
134,655424.8390382862
134.05,588921.8984803908
134.1,521111.8972283703
134.15,452145.3336547783
134.2,382175.2730212634
134.25,311357.00776343147
134.3,239847.7128329983
134.35,167806.09686165839
134.4,95392.04992107692
134.45,22766.288660999624
134.5,-49910.00038748233
134.55,-122475.51855122256
134.6,-194769.21300328727
134.65,-266630.6342059152
134.7,-337900.2920138764
134.75,-408420.0096491958
134.8,-478033.27476053813
134.85,-546585.5867886582
134.9,-613924.7998671805
134.95,-679901.4604966033
135,-744369.1392437668
135.05,-807184.7557287482
135.1,-868208.8961795211
135.15,-927306.1228486878
135.2,-984345.2746054183
135.25,-1.0391997580365279e6
135.3,-1.0917478284091142e6
135.35,-1.141872859872597e6
135.4,-1.1894636042995588e6
135.45,-1.234414438191157e6
135.5,-1.276625597099365e6
135.55,-1.3160033970453492e6
135.6,-1.352460442442921e6
135.65,-1.38591582006543e6
135.7,-1.4162952786255272e6
135.75,-1.4435313935694897e6
135.8,-1.4675637167200681e6
135.85,-1.4883389104359336e6
135.9,-1.5058108659899696e6
135.95,-1.5199408059035095e6
136,-1.5306973700095846e6
136.05,-1.538056685054048e6
136.1,-1.5420024176802172e6
136.15,-1.5425258106793026e6
136.2,-1.5396257024262757e6
136.25,-1.5333085294579968e6
136.3,-1.523588312187872e6
136.35,-1.5104866237887994e6
136.4,-1.49403254231336e6
136.45,-1.474262586157645e6
136.5,-1.451220633011843e6
136.55,-1.4249578224775847e6
136.6,-1.395532442568065e6
136.65,-1.3630098003427545e6
136.7,-1.327462076964327e6
136.75,-1.2889681674986687e6
136.8,-1.247613505814246e6
136.85,-1.2034898749691793e6
136.9,-1.156695203506588e6
136.95,-1.1073333481109887e6
137,-1.0555138631071134e6
137.05,-1.0013517573140397e6
137.1,-944967.2387929686
137.15,-886485.4480558905
137.2,-826036.1803272533
137.25,-763753.5974747334
137.3,-699775.9302488437
137.35,-634245.1714916374
137.4,-567306.7609961085
137.45,-499109.2627154076
137.5,-429804.0350378844
137.55,-359544.8948604901
137.6,-288487.77620574547
137.65,-216790.38413954718
137.7,-144611.84475872442
137.75,-72112.35202448508
137.8,547.1877739522192
137.85,73205.51313685051
137.9,145701.3652600692
137.95,217873.84593432012
138,289562.7746451651
138.05,360609.044079495
138.1,430854.9732501822
138.15,500144.6574555507
138.2,568324.3142958605
138.25,635242.6249804036
138.3,700751.0701658018
138.35,764704.2595819663
138.4,826960.2547133212
138.45,887380.8838184386
138.5,945832.0485905991
138.55,1.0021840217769375e6
138.6,1.0563117350969932e6
138.65,1.10809505682072e6
138.7,1.157419058390276e6
138.75,1.2041742694941014e6
138.8,1.248256921026611e6
138.85,1.2895691753945823e6
138.9,1.3280193436593057e6
138.95,1.3635220890320628e6
139,1.3959986162717193e6
139.05,1.4253768465638182e6
139.1,1.4515915774932425e6
139.15,1.4745846277553807e6
139.2,1.4943049662842453e6
139.25,1.510708825511635e6
139.3,1.5237597985053572e6
139.35,1.5334289197712205e6
139.4,1.5396947295394668e6
139.45,1.5425433213928095e6
139.5,1.5419683731305439e6
139.55,1.5379711608000943e6
139.6,1.5305605558649665e6
139.65,1.5197530055152625e6
139.7,1.5055724961646453e6
139.75,1.488050500214519e6
139.8,1.4672259062038586e6
139.85,1.443144932499424e6
139.9,1.4158610247181589e6
139.95,1.3854347371093698e6
140,1.3519335981597637e6
140.05,1.3154319607199137e6
140.1,1.276010836984677e6
140.15,1.2337577186935758e6
140.2,1.1887663829506133e6
140.25,1.141136684094134e6
140.3,1.0909743320789302e6
140.35,1.0383906578622182e6
140.4,983502.3663140753
140.45,926431.2772015935
140.5,867304.0548201991
140.55,806251.92687344
140.6,743410.3932246807
140.65,678918.9251667353
140.7,612920.6558778627
140.75,545562.0627497131
140.8,476992.6422940736
140.85,407364.5783481872
140.9,336832.4043157691
140.95,265552.66019416484
141,193683.5451469985
141.05,121384.56639533771
141.1,48816.18520505015
141.15,-23860.53924282373
141.2,-96484.30730871962
141.25,-168893.9368852667
141.3,-240928.72112675957
141.35,-312428.7851238302
141.4,-383235.44073209993
141.45,-453191.538766476
141.5,-522141.8177801214
141.55,-589933.2486535438
141.6,-656415.3742294018
141.65,-721440.6432392962
141.7,-784864.7377803968
141.75,-846546.8936168574
141.8,-906350.2125935726
141.85,-964141.9664695683
141.9,-1.0197938914969842e6
141.95,-1.073182473090945e6
142,-1.1241892199597836e6
142.05,-1.172700927085688e6
142.1,-1.2186099269735536e6
142.15,-1.261814328609732e6
142.2,-1.3022182435998775e6
142.25,-1.3397319989851806e6
142.3,-1.3742723362634408e6
142.35,-1.4057625961742e6
142.4,-1.4341328888371966e6
142.45,-1.4593202488668046e6
142.5,-1.4812687751183081e6
142.55,-1.4999297547555473e6
142.6,-1.5152617713647762e6
142.65,-1.5272307968748426e6
142.7,-1.5358102670794711e6
142.75,-1.540981140594212e6
142.8,-1.5427319411171197e6
142.85,-1.5410587828994212e6
142.9,-1.5359653793695776e6
142.95,-1.5274630348916717e6
143,-1.5155706196763425e6
143.05,-1.5003145279000003e6
143.1,-1.4817286191252947e6
143.15,-1.4598541431527082e6
143.2,-1.434739648470329e6
143.25,-1.4064408745045597e6
143.3,-1.3750206279115207e6
143.35,-1.3405486431830928e6
143.4,-1.3031014278771628e6
143.45,-1.2627620928160585e6
143.5,-1.2196201676290808e6
143.55,-1.1737714020495263e6
143.6,-1.1253175534063447e6
143.65,-1.0743661607827086e6
143.7,-1.0210303063425155e6
143.75,-965428.3643542203
143.8,-907683.7384695762
143.85,-847924.5878401246
143.9,-786283.542678945
143.95,-722897.4098996267
144,-657906.8694852041
144.05,-591456.1622613417
144.1,-523692.7697663953
144.15,-454767.0869287325
144.2,-384832.0882788627
144.25,-314042.9884353833
144.3,-242556.89761985745
144.35,-170532.47296453826
144.4,-98129.56638642387
144.45,-25508.869810286404
144.5,47168.44147353741
144.55,119741.06652305197
