"time","wconn.F_exc"
195.95,-1.5170359345048754e6
196,-1.5285586571329979e6
196.05,-1.5366888773858703e6
196.1,-1.541408550950044e6
196.15,-1.5427072029224513e6
196.2,-1.540581951058514e6
196.25,-1.5350375121690363e6
196.3,-1.5260861916516665e6
196.35,-1.513747856180149e6
196.4,-1.4980498896119203e6
196.45,-1.4790271322121266e6
196.5,-1.4567218033286012e6
196.55,-1.431183407689806e6
196.6,-1.4024686255333237e6
196.65,-1.3706411868090553e6
196.7,-1.335771729736253e6
196.75,-1.29793764402794e6
196.8,-1.2572228991314743e6
196.85,-1.213717857865558e6
196.9,-1.1675190758678203e6
196.95,-1.1187290872980924e6
197,-1.0674561772727428e6
197.05,-1.0138141415354476e6
197.1,-957922.0338972964
197.15,-899903.9020073483
197.2,-839888.5120398246
197.25,-778009.062908626
197.3,-714402.8906440825
197.35,-649211.1635877552
197.4,-582578.5690814054
197.45,-514652.99234623683
197.5,-445585.18826448725
197.55,-375528.4467922666
197.6,-304638.25274585595
197.65,-233071.94071644076
197.7,-160988.34588029128
197.75,-88547.45147745179
197.8,-15910.0337433083
197.85,56762.69492052223
197.9,129309.44374289991
197.95,201569.20155376053
198,273381.59413481766
198.05,344587.24015556043
198.1,415028.1049064967
198.15,484547.85104342236
198.2,552992.1855643672
198.25,620209.2022495144
198.3,686049.7188036201
198.35,750367.6079533257
198.4,813020.1217637477
198.45,873868.2084549353
198.5,932776.8210153739
198.55,989615.2169269073
198.6,1.0442572483362359e6
198.65,1.096581642029259e6
198.7,1.1464722685862393e6
198.75,1.1938184001209652e6
198.8,1.2385149560315325e6
198.85,1.280462736217598e6
198.9,1.319568641246504e6
198.95,1.3557458789790089e6
199,1.388914157197147e6
199.05,1.4189998618055922e6
199.1,1.4459362202118516e6
199.15,1.4696634495221332e6
199.2,1.4901288892242098e6
199.25,1.5072871180629667e6
199.3,1.5211000548487413e6
199.35,1.5315370429752958e6
199.4,1.5385749184594688e6
199.45,1.542198061351587e6
199.5,1.5423984304025883e6
199.55,1.5391755809108717e6
199.6,1.532536665709274e6
199.65,1.5224964192899764e6
199.7,1.509077125102609e6
199.75,1.4923085660980486e6
199.8,1.472227958627769e6
199.85,1.4488798698454471e6
199.9,1.4223161187939865e6
199.95,1.3925956613977265e6
200,1.3597844596148867e6
200.05,1.3239553350408247e6
200.1,1.2851878072868602e6
200.15,1.2435679174932735e6
200.2,1.1991880373688212e6
200.25,1.1521466641795074e6
200.3,1.1025482021427436e6
200.35,1.0505027307111186e6
200.4,996125.7602607493
200.45,939537.9757262333
200.5,880864.9687506127
200.55,820236.9589461361
200.6,757788.5048829746
200.65,693658.2054481886
200.7,627988.3922377188
200.75,560924.8136637683
200.8,492616.3114791001
200.85,423214.4904355299
200.9,352873.38181054464
200.95,281749.10154847166
201,209999.50377452644
201.05,137783.8304515015
201.1,65262.35795627558
201.15,-7403.958639860603
201.2,-80053.84279674785
201.25,-152526.05444463313
201.3,-224659.74784228473
201.35,-296294.828560106
201.4,-367272.30879603286
201.45,-437434.66023450944
201.5,-506626.163667292
201.55,-574693.2545984514
201.6,-641484.8640672325
201.65,-706852.7539326984
201.7,-770651.8458749702
201.75,-832740.5433843507
201.8,-892981.0460219008
201.85,-951239.6552557498
201.9,-1.0073870711933315e6
201.95,-1.0612986795510894e6
202,-1.1128548282250578e6
202.05,-1.1619410928481284e6
202.1,-1.2084485307451214e6
202.15,-1.2522739227214332e6
202.2,-1.2933200021489477e6
202.25,-1.331495670840977e6
202.3,-1.3667162012366396e6
202.35,-1.3989034244462214e6
202.4,-1.427985903740326e6
202.45,-1.453899093097364e6
202.5,-1.4765854804578442e6
202.55,-1.4959947153673219e6
202.6,-1.512083720724862e6
202.65,-1.5248167883889566e6
202.7,-1.5341656584285048e6
202.75,-1.5401095818433592e6
202.8,-1.5426353666148765e6
202.85,-1.5417374069844545e6
202.9,-1.5374176958950288e6
202.95,-1.52968582056792e6
203,-1.5185589412247932e6
203.05,-1.5040617530020997e6
203.1,-1.4862264311423588e6
203.15,-1.4650925595839934e6
203.2,-1.440707043108267e6
203.25,-1.4131240032381925e6
203.3,-1.38240465812061e6
203.35,-1.3486171866577603e6
203.4,-1.3118365771902099e6
203.45,-1.2721444610668551e6
203.5,-1.229628931471145e6
203.55,-1.1843843479060149e6
203.6,-1.136511126771307e6
203.65,-1.086115518498178e6
203.7,-1.0333093717356622e6
203.75,-978209.8851123053
203.8,-920939.3471241491
203.85,-861624.864726077
203.9,-800398.0812287756
203.95,-737394.8841283779
204,-672755.1035156423
204.05,-606622.2017354253
204.1,-539142.9549846667
204.15,-470467.1275551648
204.2,-400747.1394451854
204.25,-330137.72807609284
204.3,-258795.60486670924
204.35,-186879.1074257234
204.4,-114547.84813515536
204.45,-41962.35990475234
204.5,30716.26011686511
204.55,103326.70808307207
204.6,175707.83144929504
204.65,247698.9866368717
204.7,319140.3955673069
204.75,389873.50027601724
204.8,459741.3148177466
204.85,528588.7736830298
204.9,596263.0759527949
204.95,662614.0244264813
205,727494.358971684
205.05,790760.083355032
205.1,852270.7848292921
205.15,911889.9457674476
205.2,969485.2466511618
205.25,1.0249288597427919e6
205.3,1.0780977327877318e6
205.35,1.1288738621180484e6
205.4,1.1771445545515325e6
205.45,1.222802677504098e6
205.5,1.2657468967615326e6
205.55,1.3058819013815694e6
205.6,1.3431186152283987e6
205.65,1.377374394669376e6
205.7,1.4085732119952764e6
205.75,1.436645824157188e6
205.8,1.4615299264453473e6
205.85,1.4831702907690962e6
205.9,1.5015188882307461e6
205.95,1.5165349957214957e6
206,1.528185286302876e6
206.05,1.5364439031729396e6
206.1,1.541292517053164e6
206.15,1.5427203668687171e6
206.2,1.540724283631697e6
206.25,1.5353086974744282e6
206.3,1.526485627817177e6
206.35,1.5142746566921114e6
206.4,1.4987028852826294e6
206.45,1.4798048737747502e6
206.5,1.4576225646537135e6
206.55,1.4322051896163248e6
206.6,1.4036091603055603e6
206.65,1.3718979431097412e6
206.7,1.3371419183045938e6
206.75,1.2994182238501345e6
206.8,1.2588105841899784e6
206.85,1.2154091244321151e6
206.9,1.1693101703240676e6
206.95,1.120616034466389e6
207,1.0694347892387281e6
207.05,1.0158800269427527e6
207.1,960070.6076937754
207.15,902130.395621201
207.2,842187.9839630238
207.25,780376.4096641642
207.3,716832.8581126928
207.35,651698.3586689697
207.4,585117.4716630704
207.45,517237.96755591966
207.5,448210.4989755831
207.55,378188.2663570498
207.6,307326.6779272154
207.65,235783.004789599
207.7,163716.0318754285
207.75,91285.70553388869
207.8,18652.778545345493
207.85,-54021.54665527003
207.9,-126575.97575348822
207.95,-198849.48053354342
208,-270681.65626695246
208.05,-341913.07771622646
208.1,-412385.6529655618
208.15,-481942.97429207433
208.2,-550430.6652989434
208.25,-617696.7235404202
208.3,-683591.8578778119
208.35,-747969.8198183627
208.4,-810687.7281008782
208.45,-871606.3858080916
208.5,-930590.5893022844
208.55,-987509.4282978278
208.6,-1.0422365764050264e6
208.65,-1.0946505715007063e6
208.7,-1.1446350853026463e6
208.75,-1.1920791815500984e6
208.8,-1.2368775622170377e6
208.85,-1.2789308012119723e6
208.9,-1.3181455650456336e6
208.95,-1.3544348199761736e6
209,-1.3877180251732266e6
209.05,-1.4179213114711337e6
209.1,-1.4449776453150602e6
209.15,-1.4688269775362336e6
209.2,-1.4894163766256843e6
209.25,-1.5067001462112686e6
209.3,-1.5206399264766062e6
209.35,-1.5312047792974405e6
209.4,-1.538371256906093e6
209.45,-1.542123453931713e6
209.5,-1.5424530427008648e6
209.55,-1.5393592917200746e6
209.6,-1.5328490672993157e6
209.65,-1.5229368183128245e6
209.7,-1.5096445441311141e6
209.75,-1.4930017457952574e6
209.8,-1.4730453605419137e6
209.85,-1.4498196798244026e6
209.9,-1.423376251011625e6
209.95,-1.3937737629832234e6
210,-1.3610779158747152e6
210.05,-1.3253612752618373e6
210.1,-1.2867031111075862e6
210.15,-1.245189221829289e6
210.2,-1.200911743876821e6
210.25,-1.1539689472435417e6
210.3,-1.1044650173647234e6
210.35,-1.0525098238871777e6
210.4,-998218.6768229614
210.45,-941712.0706291664
210.5,-883115.4167806003
210.55,-822558.7654304177
210.6,-760176.5167749744
210.65,-696107.1227640988
210.7,-630492.7798195792
210.75,-563479.1132421726
210.8,-495214.8540093265
210.85,-425851.50867949106
210.9,-355543.02313666866
210.95,-284445.4409211063
211,-212716.55690403853
211.05,-140515.56707588382
211.1,-68002.71522478737
211.15,4661.062710726633
211.2,77314.49582483414
211.25,149796.33617118205
211.3,221945.71663848357
211.35,293602.50798106147
211.4,364607.6742120175
211.45,434803.62556914886
211.5,504034.56827212806
211.55,572146.8502930121
211.6,638989.3023733711
211.65,704413.5735315342
211.7,768274.4603142698
211.75,830430.229063632
211.8,890742.9304819254
211.85,949078.705798359
211.9,1.0053080838570932e6
211.95,1.0593062684667015e6
212,1.110953415374827e6
212.05,1.1601348982517314e6
212.1,1.2067415630936415e6
212.15,1.250669970480419e6
212.2,1.2918226251502458e6
212.25,1.330108192381997e6
212.3,1.3654417007045841e6
212.35,1.3977447304836567e6
212.4,1.4269455879672563e6
212.45,1.4529794644037453e6
212.5,1.4757885798792054e6
212.55,1.4953223115548652e6
212.6,1.511537306020095e6
212.65,1.5243975755115708e6
212.7,1.5338745777848512e6
212.75,1.5399472794614926e6
212.8,1.5426022027107512e6
212.85,1.5418334551624577e6
212.9,1.5376427429846223e6
212.95,1.5300393670967526e6
213,1.5190402025272371e6
213.05,1.5046696609607462e6
213.1,1.4869596365586238e6
213.15,1.4659494351724994e6
213.2,1.44168568710853e6
213.25,1.4142222436353667e6
213.3,1.3836200574660972e6
213.35,1.3499470474789145e6
213.4,1.31327794797714e6
213.45,1.2736941428230458e6
213.5,1.2312834848133482e6
213.55,1.1861401006976613e6
213.6,1.1383641822724917e6
213.65,1.0880617640141346e6
213.7,1.0353444877445298e6
213.75,980329.3548519288
213.8,923138.466616639
213.85,863898.7532178772
213.9,802741.6920230689
213.95,739803.0157857894
214,675222.411398379
214.05,609143.2098692326
214.1,541712.0682122755
214.15,473078.64395425405
214.2,403395.2629832992
214.25,332816.581474429
214.3,261499.2426442265
214.35,189601.5290946597
214.4,117283.01151841266
214.45,44704.19454624143
214.5,-27973.839479551665
214.55,-100589.78801290813
214.6,-172982.4863012265
214.65,-244991.26507631614
214.7,-316456.30714566953
214.75,-387219.00209301605
214.8,-457122.2983001509
214.85,-526011.0515091532
214.9,-593732.3691517625
214.95,-660135.949680907
215,-725074.4161519334
215.05,-788403.6433127406
215.1,-849983.0774772302
215.15,-909676.0484721852
215.2,-967350.0729642967
215.25,-1.0228771484957525e6
215.3,-1.076134037574354e6
215.35,-1.127002541188272e6
215.4,-1.1753697611386466e6
215.45,-1.2211283506070026e6
215.5,-1.2641767524024742e6
215.55,-1.3044194243587558e6
215.6,-1.3417670513817691e6
215.65,-1.3761367436768338e6
215.7,-1.407452220715032e6
215.75,-1.4356439805314369e6
215.8,-1.460649453978476e6
215.85,-1.4824131435928107e6
215.9,-1.5008867467670455e6
215.95,-1.5160292629531217e6
216,-1.527807084659518e6
216.05,-1.536194072040098e6
216.1,-1.5411716109092087e6
216.15,-1.5427286540542687e6
216.2,-1.5408617457540722e6
216.25,-1.5355750294484573e6
216.3,-1.5268802385423156e6
216.35,-1.514796670364336e6
216.4,-1.4993511433382076e6
216.45,-1.4805779374615715e6
216.5,-1.4585187182244754e6
216.55,-1.433222444136482e6
216.6,-1.4047452580675916e6
216.65,-1.3731503626439362e6
216.7,-1.3385078799752307e6
216.75,-1.3008946960246423e6
216.8,-1.260394289967379e6
216.85,-1.2170965489158453e6
216.9,-1.171097568422878e6
216.95,-1.1224994392064074e6
217,-1.0714100205677047e6
217.05,-1.0179427010073469e6
217.1,-962216.1465691355
217.15,-904354.0374712686
217.2,-844484.7936090126
217.25,-782741.2895377589
217.3,-719260.559569655
217.35,-654183.4936380461
217.4,-587654.5246043468
217.45,-519821.30770207813
217.5,-450834.3928288996
217.55,-380846.8904143911
217.6,-310014.1316047941
217.65,-238493.32351880553
217.7,-166443.20034066873
217.75,-94023.67102305201
217.8,-21395.464383270035
217.85,51280.227620147845
217.9,123842.10763923265
217.95,196129.13092155068
218,267980.86273548444
218.05,339237.83444053313
218.1,409741.8974142907
218.15,479336.5740497463
218.2,547867.405043109
218.25,615182.2922032416
218.3,681131.836019933
218.35,745569.6672433421
218.4,808352.771737633
218.45,869341.8078882433
218.5,928401.4158586488
218.55,985400.5180095753
218.6,1.0402126098142666e6
218.65,1.0927160406244346e6
218.7,1.1427942836631048e6
218.75,1.1903361946456784e6
218.8,1.2352362584548728e6
218.85,1.2773948233223467e6
218.9,1.316718321997261e6
218.95,1.3531194794102886e6
219,1.3865175063732807e6
219.05,1.4168382788837042e6
219.1,1.44401450263634e6
219.15,1.4679858623772392e6
219.2,1.4886991557680157e6
219.25,1.5061084114639484e6
219.3,1.5201749911432012e6
219.35,1.5308676752612921e6
219.4,1.5381627323401645e6
219.45,1.542043971638052e6
219.5,1.5425027790834773e6
219.55,1.5395381363934053e6
219.6,1.533156623333239e6
219.65,1.5233724031135978e6
219.7,1.5102071909563325e6
219.75,1.4936902058994567e6
219.8,1.4738581059480489e6
219.85,1.4507549067150622e6
219.9,1.4244318837324444e6
219.95,1.3949474586496195e6
220,1.362367069571713e6
220.05,1.3267630258254735e6
220.1,1.2882143474749243e6
220.15,1.2468065899432849e6
220.2,1.2026316541302693e6
220.25,1.1557875824459197e6
220.3,1.1063783412141106e6
220.35,1.0545135899284747e6
220.4,1.0003084378725276e6
220.45,943883.1886449534
220.5,885363.0731558829
220.55,824877.9716882694
220.6,762562.125639756
220.65,698553.8395853881
220.7,632995.1743231831
220.75,566031.6315821476
220.8,497811.8310942542
220.85,428487.1807456535
220.9,358211.5405402177
220.95,287140.8811208809
221,215432.93760595436
221.05,143246.85951037152
221.1,70742.85752694686
221.15,-1918.1520473038556
221.2,-74574.90445069183
221.25,-147066.14436999193
221.3,-219230.98383234293
221.35,-290909.25928230904
221.4,-361941.8870507628
221.45,-432171.21642706176
221.5,-501441.3795512818
221.55,-569598.6373491817
221.6,-636491.7207425247
221.65,-701972.1663778644
221.7,-765894.6461276265
221.75,-828117.2896336557
221.8,-888501.9991755782
221.85,-946914.7561668647
221.9,-1.0032259185975746e6
221.95,-1.057310508763014e6
222,-1.1090484906412452e6
222.05,-1.1583250363022508e6
222.1,-1.205030780758714e6
222.15,-1.2490620646919506e6
222.2,-1.2903211645146129e6
222.25,-1.328716509259931e6
222.3,-1.364162883815147e6
222.35,-1.3965816180491925e6
222.4,-1.425900761414181e6
222.45,-1.4520552426332976e6
222.5,-1.474987014120847e6
222.55,-1.4946451808137458e6
222.6,-1.5109861131287487e6
222.65,-1.5239735437944469e6
222.7,-1.5335786483432942e6
222.75,-1.5397801090850392e6
222.8,-1.5425641624194456e6
222.85,-1.5419246293834022e6
222.9,-1.5378629293646005e6
222.95,-1.530388076951333e6
223,-1.5195166619253685e6
223.05,-1.5052728124424266e6
223.1,-1.4876881414818424e6
223.15,-1.4668016766842352e6
223.2,-1.442659773733216e6
223.25,-1.4153160134728546e6
223.3,-1.3848310829898056e6
223.35,-1.3512726409235115e6
223.4,-1.3147151673038052e6
223.45,-1.2752397982490908e6
223.5,-1.232934145891564e6
223.55,-1.1878921039300433e6
223.6,-1.1402136392409534e6
223.65,-1.0900045700105396e6
223.7,-1.037376330880729e6
223.75,-982445.7256296232
223.8,-925334.6679358488
223.85,-866169.9108016066
223.9,-805082.765235548
223.95,-742208.8088195845
224,-677687.5848060676
224.05,-611662.2924138415
224.1,-544279.4690102122
224.15,-475688.66488378495
224.2,-406042.1113310327
224.25,-335494.3827917369
224.3,-264202.0537850694
224.35,-192323.35140587983
224.4,-120017.80415322114
224.45,-47445.88787134933
224.5,25231.330412912677
224.55,97852.54996397311
224.6,170256.59433066726
224.65,242282.76906317513
224.7,313771.2183601386
224.75,384563.2798551197
224.8,454501.8367532981
224.85,523431.6665387733
224.9,591199.7854774127
224.95,657655.7881507574
225,722652.1812677857
225.05,786044.7110132296
225.1,847692.6832065479
225.15,907459.2755602448
225.2,965211.8413448767
225.25,1.0208222037870951e6
225.3,1.0741669405466807e6
225.35,1.1251276576415524e6
225.4,1.173591252213087e6
225.45,1.2194501635477578e6
225.5,1.2626026117990843e6
225.55,1.3029528238787423e6
225.6,1.3404112460167473e6
225.65,1.3748947425183419e6
225.7,1.4063267802761164e6
225.75,1.434637598628812e6
225.8,1.4597643641888376e6
225.85,1.4816513102956077e6
225.9,1.5002498607847134e6
225.95,1.5155187377984396e6
226,1.527424053398474e6
226.05,1.5359393847770982e6
226.1,1.5410458329003786e6
226.15,1.5427320644529096e6
226.2,1.5409943369911013e6
226.25,1.5358365072492105e6
226.3,1.5272700225796679e6
226.35,1.5153138955466626e6
226.4,1.4999946617294177e6
226.45,1.481346320828826e6
226.5,1.459410261208031e6
226.55,1.4342351680345898e6
226.6,1.4058769152280502e6
226.65,1.3743984414525616e6
226.7,1.3398696104301626e6
226.75,1.3023670558841235e6
226.8,1.261974011457355e6
226.85,1.2187801259825036e6
226.9,1.1728812645140293e6
226.95,1.124379295564435e6
227,1.0733818650156825e6
227.05,1.0200021572088205e6
227.1,964358.6437410198
227.15,906574.8205282999
227.2,846778.9337172833
227.25,785103.695053685
227.3,721685.9873406561
227.35,656666.5606391164
227.4,590189.7198852457
227.45,522403.004618403
227.5,453456.8615299316
227.55,383504.31056003954
227.6,312700.6052831646
227.65,241202.88833635303
227.7,169169.84265504085
227.75,96761.33928988346
227.8,24138.082587057765
227.85,-48538.74648085904
227.9,-121107.84804228316
227.95,-193408.1613171984
228,-265279.22207801
228.05,-336561.51878530864
228.1,-407096.84661005845
228.15,-476728.6585556439
228.2,-545302.412899698
228.25,-612665.9161864576
228.3,-678669.6610064658
228.35,-743167.1578154915
228.4,-806015.2600551447
228.45,-867074.4818540103
228.5,-926209.3076047592
228.55,-983288.492728718
228.6,-1.038185354962005e6
228.65,-1.0907780555157738e6
228.7,-1.1409498694866535e6
228.75,-1.1885894449175377e6
228.8,-1.2335910499334089e6
228.85,-1.2758548074041682e6
228.9,-1.3152869166131064e6
228.95,-1.3517998614393333e6
229,-1.385312604592304e6
229.05,-1.4157507674669256e6
229.1,-1.443046795220323e6
229.15,-1.467140106704023e6
229.2,-1.487977228918441e6
229.25,-1.505511915691565e6
229.3,-1.519705250318254e6
229.35,-1.5305257319324962e6
229.4,-1.5379493454208593e6
229.45,-1.5419596147218596e6
229.5,-1.542547639393202e6
229.55,-1.5397121143655095e6
229.6,-1.5334593328388154e6
229.65,-1.5238031723153496e6
229.7,-1.5107650637996662e6
229.75,-1.4943739442343242e6
229.8,-1.47466619227697e6
229.85,-1.4516855475610397e6
229.9,-1.425483013619439e6
229.95,-1.3961167446866941e6
230,-1.3636519166306795e6
230.05,-1.328160582300554e6
230.1,-1.289721511611639e6
230.15,-1.2484200167225276e6
230.2,-1.2043477626922834e6
230.25,-1.157602564037704e6
230.3,-1.1082881676426136e6
230.35,-1.056514022500818e6
230.4,-1.0023950368034457e6
230.45,-946051.3229103782
230.5,-887607.9307712958
230.55,-827194.5703883466
230.6,-764945.3239361055
230.65,-700998.3481776327
230.7,-635495.5678381016
230.75,-568582.3606148165
230.8,-500407.23452446586
230.85,-431121.4983022789
230.9,-360878.9255856246
230.95,-289835.41362703487
231,-218148.63729340446
231.05,-145977.69912095697
231.1,-73482.7762007704
231.15,-824.7646796733526
231.2,71835.07733456285
231.25,144335.4876715911
231.3,216515.5580056099
231.35,288215.0909775944
231.4,359274.95573920483
231.45,429537.44112967176
231.5,498846.60570219543
231.55,567048.6238222276
231.6,633992.1270699077
231.65,699528.5401892894
231.7,763512.4108379744
231.75,825801.7324059558
231.8,886258.2591867654
231.85,944747.8132017879
231.9,1.0011405819967992e6
231.95,1.0553114067489102e6
232,1.1071400600460535e6
232.05,1.1565115127209197e6
232.1,1.2033161891483683e6
232.15,1.2474502104388499e6
232.2,1.288815624988429e6
232.25,1.32732062587409e6
232.3,1.362879754610852e6
232.35,1.3954140908195938e6
232.4,1.4248514273839474e6
232.45,1.4511264307076186e6
232.5,1.4741807857166335e6
232.55,1.493963325284493e6
232.6,1.510430143793224e6
232.65,1.52354469457801e6
232.7,1.5332778710393084e6
232.75,1.5396080712424496e6
232.8,1.5425212458612104e6
232.85,1.5420109293590728e6
232.9,1.538078254338925e6
232.95,1.53073194902934e6
233,1.5199883179130305e6
233.05,1.5058712055404922e6
233.1,1.488411943609117e6
233.15,1.4676492814251436e6
233.2,1.443629299903098e6
233.25,1.4164053092930932e6
233.3,1.3860377308635092e6
233.35,1.3525939628011603e6
233.4,1.316148230626948e6
233.45,1.276781422458902e6
233.5,1.2345809094878153e6
233.55,1.189640352064826e6
233.6,1.1420594918302936e6
233.65,1.0919439303459034e6
233.7,1.0394048947213122e6
233.75,984558.9907552355
233.8,927527.9441392003
233.85,868438.3302978101
233.9,807421.2934657446
233.95,744612.2556247057
234,680150.6159459408
234.05,614179.4414060697
234.1,546845.1492625535
234.15,478297.18209314806
234.2,408687.67612131825
234.25,338171.1235631022
234.3,266904.02974526375
234.35,195044.56575535616
234.4,122752.21739450826
234.45,50187.43121318913
234.5,-22488.741586413424
234.55,-95115.00258906954
234.6,-167530.1641545535
234.65,-239573.5071593936
234.7,-311085.1376987514
234.75,-381906.34195744747
234.8,-451879.9384608435
234.85,-520850.62692569685
234.9,-588665.3329356067
234.95,-655173.5476761797
235,-720227.6619762734
235.05,-783683.2939134976
235.1,-845399.6092575105
235.15,-905239.6340391648
235.2,-963070.5585521596
235.25,-1.0187640321127956e6
235.3,-1.0721964479229888e6
235.35,-1.123249217404666e6
235.4,-1.1718090333969467e6
235.45,-1.217768121631354e6
235.5,-1.261024479927447e6
235.55,-1.3014821045776643e6
235.6,-1.3390512034192071e6
235.65,-1.3736483951200452e6
235.7,-1.4051968942362086e6
235.75,-1.4336266816306307e6
235.8,-1.458874659874327e6
235.85,-1.4808847932857526e6
235.9,-1.4996082322970387e6
235.95,-1.515003421871309e6
236,-1.5270361937305597e6
236.05,-1.5356798421890424e6
236.1,-1.5409151834242772e6
236.15,-1.5427305980538581e6
236.2,-1.5411220569236449e6
236.25,-1.5360931300501188e6
236.3,-1.5276549786970576e6
236.35,-1.5158263306040687e6
236.4,-1.5006334384220059e6
236.45,-1.4821100214475433e6
236.5,-1.460297190786086e6
236.55,-1.4352433581092823e6
236.6,-1.4070041282096049e6
236.65,-1.3756421755902802e6
236.7,-1.3412271053647643e6
236.75,-1.303835298774237e6
236.8,-1.2635497436661797e6
236.85,-1.2204598503100881e6
236.9,-1.1746612529590016e6
236.95,-1.1262555975979755e6
237,-1.0753503163493774e6
237.05,-1.0220583890369369e6
237.1,-966498.0924366867
237.15,-908792.7377720808
237.2,-849070.3970356553
237.25,-787463.6187440394
237.3,-724109.1337585705
237.35,-659147.5518228485
237.4,-592723.0494916505
237.45,-524983.0501437796
237.5,-456077.8967886785
237.55,-386160.51839342416
237.6,-315386.09046999784
237.65,-243911.69067691852
237.7,-171895.9501992365
237.75,-99498.70168022011
237.8,-26880.624486898945
237.85,45797.11190361936
237.9,118373.2056059832
237.95,190686.58032186207
238,262576.74283480324
238.05,333884.1392107711
238.1,404450.50891420856
238.15,474119.2360537627
238.2,542735.6969770193
238.25,610147.6034446534
238.3,676205.3406206993
238.35,740762.2991294882
238.4,803675.2004426232
238.45,864804.4148728083
238.5,924014.2714701849
238.55,981173.3591316711
238.6,1.036154818256686e6
238.65,1.0888366223009732e6
238.7,1.1391018486037506e6
238.75,1.1868389378874039e6
238.8,1.2319419418534387e6
238.85,1.274310758325648e6
238.9,1.3138513534180482e6
238.95,1.35047597023481e6
239,1.3841033236391635e6
239.05,1.4146587806585773e6
239.1,1.4420745261260716e6
239.15,1.4662897131901663e6
239.2,1.4872505983590772e6
239.25,1.5049106607797274e6
239.3,1.5192307054866825e6
239.35,1.5301789503919787e6
239.4,1.5377310968227242e6
239.45,1.5418703834497994e6
239.5,1.5425876234882295e6
239.55,1.5398812250864177e6
239.6,1.533757194859137e6
239.65,1.5242291245563573e6
239.7,1.51131816089758e6
239.75,1.4950529586384648e6
239.8,1.4754696169741994e6
239.85,1.452611599420445e6
239.9,1.4265296373498358e6
239.95,1.3972816173981656e6
240,1.364932452990029e6
240.05,1.3295539402692239e6
240.1,1.2912245987533682e6
240.15,1.2500294970667434e6
240.2,1.2060600641379973e6
240.25,1.1594138862814766e6
240.3,1.110194490612997e6
240.35,1.0585111152805518e6
240.4,1.0044784670196103e6
240.45,948216.4665716572
240.5,889849.9825305213
240.55,829508.554207548
240.6,767326.1041303901
240.65,703440.6408133898
240.7,637993.9524602322
240.75,571131.292276999
240.8,503001.0560955184
240.85,433754.4530219114
240.9,363545.16984090215
240.95,292529.02992180747
241,220863.64738167162
241.05,148708.0772750635
241.1,76222.46258498133
241.15,3567.678799450886
241.2,-69095.02313743404
241.25,-141604.37470797784
241.3,-213799.44774209254
241.35,-285520.0115835709
241.4,-356606.8887078966
241.45,-426902.30800272117
241.5,-496250.2549273216
241.55,-564496.8177731086
241.6,-631490.5292570947
241.65,-697082.70269054
241.7,-761127.7619759021
241.75,-823483.5647003411
241.8,-884011.7176082714
241.85,-942577.8837531466
241.9,-999052.0806468154
241.95,-1.0533089687438386e6
242,-1.1052281296220443e6
242.05,-1.1546943332405472e6
242.1,-1.2015977936826746e6
242.15,-1.2458344128164195e6
242.2,-1.2873060113308972e6
242.25,-1.3259205466370613e6
242.3,-1.3615923171478552e6
242.35,-1.3942421524855825e6
242.4,-1.4237975891936508e6
242.45,-1.450193031562817e6
242.5,-1.4733698972151685e6
242.55,-1.4932767471225392e6
242.6,-1.5098693997710184e6
242.65,-1.523111029217914e6
242.7,-1.5329722468236943e6
242.75,-1.5394311664775591e6
242.8,-1.5424734531717112e6
242.85,-1.5420923548166635e6
242.9,-1.5382887172269172e6
242.95,-1.5310709822437435e6
243,-1.5204551689992507e6
243.05,-1.5064648383633362e6
243.1,-1.4891310406524062e6
243.15,-1.468492246715824e6
243.2,-1.444594262553365e6
243.25,-1.4174901276526789e6
243.3,-1.387239997272821e6
243.35,-1.353911008934973e6
243.4,-1.31757713341645e6
243.45,-1.2783190105792081e6
243.5,-1.2362237703964463e6
243.55,-1.1913848395755468e6
243.6,-1.1439017342055058e6
243.65,-1.0938798388896296e6
243.7,-1.0414301728536974e6
243.75,-986669.1435484323
243.8,-929718.288293467
243.85,-870704.0045356873
243.9,-809757.2693212343
243.95,-747013.3486035124
244,-682611.4970320034
244.05,-616694.6488888476
244.1,-549409.1008588155
244.15,-480904.18733636243
244.2,-411331.9489911457
244.25,-340846.79532696283
244.3,-269605.16198347555
244.35,-197765.16354093933
244.4,-125486.2425984012
244.45,-52928.815905348754
244.5,19746.0816697273
244.55,92377.15454197828
244.6,164803.20439152257
244.65,236863.4879293376
244.7,308398.07365255215
244.75,379248.19679896184
244.8,449256.61171098426
244.85,518267.94082896085
244.9,586129.0195381128
244.95,652689.2361038923
245,717800.8659416502
245.05,781319.3994782858
245.1,843103.8628788542
245.15,903017.1309255505
245.2,960926.2313550474
245.25,1.0167026399790302e6
245.3,1.070222565932288e6
245.35,1.1213672264156318e6
245.4,1.1700231103241327e6
245.45,1.2160822301749678e6
245.5,1.2594423617762635e6
245.55,1.3000072711046764e6
245.6,1.337686927888438e6
245.65,1.3723977054218266e6
245.7,1.4040625661670417e6
245.75,1.432611232732531e6
245.8,1.457980343847428e6
245.85,1.4801135949863144e6
245.9,1.498961863332301e6
245.95,1.514483316800709e6
246,1.5266435068818554e6
246.05,1.5354154450963829e6
246.1,1.5407796628939058e6
246.15,1.5427242548617509e6
